"","P","Y","A"
"563",3,5,0
"564",1,3,0
"565",4,4,1
"566",5,3,1
"567",4,5,1
"568",3,5,1
"569",3,2,1
"570",2,4,1
"571",3,4,1
"572",1,5,1
"573",2,5,1
"574",4,5,1
"575",2,2,1
"576",1,3,0
"577",3,5,0
"578",2,5,0
"579",3,5,0
"580",2,3,0
"581",2,4,0
"582",4,4,0
"583",4,4,0
"584",2,5,0
"585",1,2,0
"586",4,3,0
"587",3,3,1
"588",4,4,1
"589",2,4,1
"590",2,4,1
"591",4,5,1
"592",5,4,1
"593",4,4,1
"594",4,4,1
"595",2,5,1
"596",2,4,1
"597",3,4,0
"598",3,4,0
"599",4,4,0
"600",2,4,0
"601",4,5,0
"602",2,5,0
"603",5,5,0
"604",2,3,0
"605",4,5,1
"606",3,4,1
"607",4,5,1
"608",5,5,1
"609",3,3,1
"610",3,5,0
"611",1,3,0
"612",2,4,0
"613",4,4,0
"616",2,3,0
"617",1,2,0
"618",3,3,0
"619",2,3,1
"620",4,5,1
"621",4,5,1
"622",4,5,1
"623",3,4,1
"625",2,4,0
"626",5,5,0
"627",2,4,0
"628",4,2,0
"629",2,4,0
"631",4,5,0
"632",4,5,0
"633",5,4,0
"634",4,3,0
"635",4,4,1
"636",3,4,1
"637",5,4,1
"638",4,4,1
"639",3,4,1
"640",2,4,1
"641",5,4,1
"642",4,4,1
"643",2,4,0
"644",5,4,1
"645",2,3,1
"646",2,4,0
"647",1,3,0
"648",2,4,0
"649",4,3,0
"650",3,4,0
"651",3,3,0
"652",4,5,0
"653",4,5,1
"655",3,4,1
"656",2,2,0
"657",4,5,1
"658",2,4,0
"659",3,3,0
"660",2,3,0
"661",4,5,0
"662",4,4,0
"663",4,3,0
"664",4,4,1
"665",5,3,0
"666",4,5,1
"667",3,5,0
"668",5,5,0
"670",3,5,1
"671",3,5,1
"672",4,4,1
"673",2,3,1
"674",4,4,1
"675",4,4,0
"676",2,4,0
"677",4,5,0
"678",3,4,1
"679",2,3,0
"680",3,4,1
"681",3,4,1
"682",2,4,1
"684",4,4,1
"685",2,4,1
"688",2,3,1
"689",4,4,1
"690",3,4,0
"691",2,4,0
"692",3,4,0
"693",3,3,0
"694",3,3,0
"695",3,3,0
"696",3,5,1
"697",4,5,1
"698",3,4,1
"699",4,5,1
"700",2,4,1
"701",4,5,1
"702",3,4,0
"703",1,2,0
"704",3,2,0
"705",3,5,0
"706",2,3,0
"707",3,3,0
"708",2,5,0
"709",4,4,1
"710",3,4,1
"711",4,5,1
"712",2,5,1
"713",3,4,1
"714",3,4,1
"715",5,4,1
"716",2,4,1
"717",2,4,0
"718",2,5,0
"719",4,5,1
"720",2,4,0
"721",1,5,0
"722",4,4,1
"723",5,5,1
"724",3,3,0
"725",4,4,0
"726",2,4,1
"727",3,4,1
"728",3,4,1
"729",2,5,0
"730",4,4,0
"731",2,4,0
"732",4,4,0
"733",2,5,0
"734",2,4,0
"735",3,5,1
"736",2,3,0
"737",1,4,0
"738",3,5,1
"739",1,3,0
"740",2,4,1
"741",3,4,0
"742",3,3,0
"743",3,3,0
"744",3,4,1
"745",3,5,1
"746",2,4,1
"747",3,4,1
"748",2,4,0
"749",2,5,0
"750",4,5,1
"751",3,4,0
"752",2,4,0
"753",4,5,1
"754",1,2,0
"755",1,3,0
"756",2,4,1
"757",2,3,1
"758",3,4,1
"759",2,5,1
"760",3,5,1
"761",4,5,1
"762",5,5,1
"763",4,4,1
"764",3,4,1
"765",3,5,0
"766",4,4,0
"767",2,4,0
"768",4,3,0
"769",4,4,0
"770",2,3,0
"771",3,5,0
"773",2,4,0
"774",4,3,0
"775",3,4,0
"776",3,3,1
"777",1,5,1
"778",4,4,1
"779",4,4,1
"780",4,4,1
"781",3,4,1
"782",3,3,1
"783",1,4,1
"784",2,4,1
"785",4,4,1
"786",2,5,0
"787",4,4,0
"788",2,3,0
"789",3,4,0
"790",4,4,0
"791",5,4,0
"792",5,4,0
"793",5,5,0
"794",1,5,1
"795",3,4,1
"796",4,4,1
"797",4,4,1
"798",3,3,1
"799",1,4,1
"800",4,4,1
"801",2,3,0
"802",4,4,0
"803",3,3,0
"804",3,3,0
"805",4,3,0
"806",3,4,0
"807",3,2,0
"808",3,3,0
"809",4,5,0
"810",4,4,0
"811",3,4,0
"812",4,3,0
"813",3,4,0
"814",3,4,0
"815",3,4,0
"816",3,4,0
"817",3,3,0
"818",4,5,1
"819",3,3,1
"820",3,4,1
"821",3,4,1
"822",2,5,1
"823",4,5,0
"824",3,4,0
"825",2,5,0
"826",3,5,0
"827",3,5,0
"828",3,4,0
"829",4,3,1
"830",3,5,1
"831",3,4,1
"832",5,4,1
"833",3,4,1
"834",5,5,0
"835",3,3,0
"836",4,4,0
"837",2,3,0
"838",4,3,0
"839",3,5,0
"840",2,5,0
"842",4,4,1
"843",3,4,1
"844",5,5,1
"845",4,4,1
"846",2,4,1
"847",3,4,0
"848",3,4,0
"849",5,4,0
"850",4,4,0
"851",2,4,0
"852",4,5,0
"853",2,2,1
"854",3,4,1
"855",3,5,1
"856",4,4,1
"857",2,4,1
"858",2,3,1
"859",3,4,0
"860",4,4,0
"861",3,4,0
"862",3,4,0
"863",5,5,0
"864",3,4,0
"865",4,5,1
"866",2,5,1
"867",3,4,1
"868",2,4,1
"869",3,4,0
"870",2,3,0
"871",3,4,0
"873",4,5,0
"874",1,4,0
"876",1,3,0
"877",3,3,0
"878",4,5,1
"879",2,3,1
"880",2,4,1
"881",2,5,1
"882",2,5,1
"883",2,3,1
"884",2,3,1
"885",3,4,0
"886",2,4,0
"887",5,4,0
"888",3,3,0
"890",3,4,0
"891",4,5,1
"892",3,4,1
"893",3,4,1
"894",3,4,1
"895",5,4,1
"896",2,3,0
"897",2,2,0
"898",3,4,0
"899",2,4,0
"900",3,2,0
"901",4,4,0
"902",3,4,0
"903",4,5,1
"904",2,3,1
"905",4,4,1
"906",3,5,1
"907",2,4,1
"908",1,4,1
"909",2,3,1
"910",5,5,1
"911",4,5,1
"912",3,5,1
"913",2,4,1
"914",4,5,1
"915",3,4,1
"916",4,5,1
"917",4,4,0
"918",3,5,0
"919",3,2,0
"920",5,5,0
"921",4,4,0
"922",4,5,0
"923",3,5,0
"924",4,5,1
"925",3,4,1
"926",5,4,1
"927",3,4,1
"928",2,4,1
"929",3,4,1
"930",1,3,1
"931",5,5,0
"932",3,4,0
"933",2,4,1
"934",3,4,0
"935",4,5,0
"936",4,4,0
"937",3,4,0
"938",2,3,0
"939",4,4,0
"940",3,5,0
"941",2,3,0
"942",2,1,0
"943",4,5,0
"944",1,4,0
"945",4,5,0
"946",3,3,0
"947",3,4,0
"948",4,4,1
"949",3,4,1
"950",4,4,1
"951",5,4,1
"952",5,5,1
"953",3,4,1
"954",4,5,1
"955",3,4,1
"956",5,4,1
"957",4,5,1
"958",2,4,0
"959",3,5,0
"960",2,4,0
"961",5,5,0
"962",3,5,0
"963",2,3,0
"964",3,4,0
"965",5,5,0
"967",4,5,0
"968",4,5,0
"969",3,3,0
"970",1,3,1
"971",3,5,1
"972",3,4,1
"973",4,4,1
"974",3,4,1
"975",4,5,1
"976",3,3,1
"977",4,5,1
"978",3,5,0
"979",3,3,0
"980",3,5,0
"982",1,3,0
"983",3,4,0
"984",2,4,1
"985",4,5,1
"986",2,5,1
"987",3,4,1
"988",2,3,1
"989",5,5,1
"990",4,4,1
"991",5,3,1
"992",1,4,1
"993",4,4,1
"994",2,5,1
"995",3,4,0
"996",2,3,0
"997",2,5,0
"998",2,4,0
"999",4,4,0
"1000",2,3,0
"1001",5,5,0
"1002",2,5,1
"1003",2,5,1
"1004",3,3,1
"1006",5,4,1
"1007",3,5,1
"1008",3,4,0
"1009",4,4,0
"1011",2,3,0
"1012",4,4,0
"1014",4,4,0
"1015",4,4,1
"1016",2,3,1
"1017",3,4,1
"1019",3,3,0
"1020",2,4,0
"1022",4,2,0
"1023",3,4,0
"1024",4,4,0
"1025",2,5,0
"1026",2,4,0
"1027",5,4,0
"1028",4,5,0
"1029",2,5,1
"1030",5,5,1
"1031",3,5,1
"1032",3,4,1
"1033",4,5,0
"1034",3,3,0
"1035",3,4,0
"1036",3,4,0
"1037",5,3,0
"1038",3,4,0
"1039",3,4,1
"1040",3,3,1
"1041",5,5,1
"1042",5,5,1
"1043",4,5,1
"1044",5,3,1
"1045",2,3,1
"1046",5,5,1
"1047",4,3,0
"1048",2,3,0
"1049",3,5,0
"1050",4,5,0
"1051",2,4,0
"1052",2,3,0
"1053",3,4,0
"1054",3,4,0
"1055",2,4,0
"1056",3,5,0
"1057",4,4,1
"1058",3,4,1
"1059",4,4,1
"1060",2,3,1
"1061",4,4,1
"1062",3,4,1
"1063",1,3,0
"1064",1,2,0
"1065",4,3,0
"1066",3,3,0
"1067",2,4,0
"1068",5,4,0
"1069",4,4,0
"1070",3,4,1
"1071",3,4,1
"1072",3,4,1
"1073",1,5,1
"1074",4,3,1
"1075",4,5,1
"1076",4,4,1
"1077",4,4,1
"1078",3,5,1
"1079",2,3,0
"1080",3,4,1
"1081",3,4,1
"1082",2,4,1
"1083",3,3,0
"1084",4,3,1
"1085",5,3,1
"1086",2,4,0
"1087",3,4,1
"1088",3,3,0
"1089",3,4,0
"1090",2,4,0
"1091",2,3,0
"1092",3,2,0
"1093",2,3,1
"1094",3,4,1
"1095",4,4,1
"1096",3,4,0
"1097",2,5,0
"1098",1,3,1
"1099",4,4,1
"1100",4,4,0
"1101",2,3,1
"1102",3,2,0
"1103",3,4,1
"1104",2,4,0
"1105",3,3,0
"1106",1,3,0
"1107",4,4,1
"1108",2,3,1
"1109",2,3,0
"1110",2,3,1
"1111",4,5,0
"1112",3,4,1
"1113",1,5,0
"1114",2,4,0
"1115",3,4,0
"1116",2,3,1
"1117",3,4,0
"1118",2,3,0
"1119",3,4,0
"1120",4,4,1
"1121",4,5,1
"1122",5,4,0
"1123",4,4,0
"1124",3,4,0
"1125",3,4,0
"1126",3,4,0
"1127",3,4,0
"1128",1,5,0
"1129",4,4,0
"1130",3,5,1
"1131",4,3,1
"1132",3,5,1
"1133",5,4,1
"1135",3,4,1
"1136",4,4,1
"1137",3,4,0
"1138",4,4,0
"1139",4,4,0
"1140",3,3,0
"1141",5,4,0
"1142",3,5,0
"1143",4,4,0
"1144",2,3,0
"1145",5,4,0
"1146",4,5,1
"1147",3,2,1
"1148",3,5,1
"1149",3,4,1
"1150",3,3,1
"1151",4,5,1
"1152",4,5,0
"1153",2,4,0
"1154",3,4,0
"1155",4,5,0
"1156",2,4,0
"1157",3,3,0
"1159",3,5,0
"1160",2,5,0
"1161",4,4,1
"1162",4,4,1
"1163",5,4,1
"1164",4,5,1
"1165",5,5,1
"1166",3,4,1
"1167",4,5,1
"1168",4,5,1
"1169",4,4,1
"1170",4,5,1
"1171",3,4,0
"1172",2,4,0
"1173",3,3,0
"1174",3,4,0
"1175",1,4,0
"1176",3,3,1
"1177",4,5,0
"1178",1,4,0
"1179",5,5,1
"1180",2,4,0
"1181",4,4,1
"1182",2,3,1
"1183",2,3,0
"1184",3,3,0
"1185",3,5,1
"1186",3,4,1
"1187",4,4,1
"1188",2,3,0
"1189",3,3,1
"1190",3,3,1
"1191",5,4,1
"1192",2,4,1
"1193",3,4,0
"1194",3,4,1
"1195",4,5,0
"1196",2,4,1
"1197",3,3,0
"1198",4,3,0
"1199",3,3,1
"1200",2,3,0
"1201",2,4,0
"1202",4,4,0
"1203",3,4,1
"1204",2,3,0
"1205",2,4,0
"1206",3,3,1
"1207",4,3,1
"1208",3,5,0
"1209",2,2,1
"1210",4,4,1
"1211",4,4,1
"1212",2,4,0
"1213",3,4,0
"1214",3,4,0
"1215",3,4,0
"1216",2,3,0
"1217",3,4,0
"1218",4,5,0
"1219",3,4,0
"1220",4,4,0
"1221",3,5,0
"1222",4,4,1
"1223",3,3,1
"1224",4,4,1
"1226",2,3,1
"1227",3,3,1
"1228",4,4,1
"1229",4,4,1
"1230",2,4,0
"1231",3,4,1
"1233",3,4,1
"1234",4,3,0
"1235",2,4,0
"1237",1,3,0
"1238",3,5,0
"1239",3,4,0
"1240",5,5,0
"1241",4,5,1
"1243",3,4,1
"1244",2,5,1
"1245",3,5,1
"1246",4,4,1
"1247",4,5,1
"1248",2,5,1
"1249",3,5,1
"1250",2,3,0
"1251",2,3,0
"1252",2,3,0
"1253",2,4,0
"1254",3,5,0
"1255",4,4,0
"1256",1,3,0
"1257",3,5,0
"1258",2,4,0
"1259",3,5,0
"1260",3,4,1
"1261",4,5,1
"1262",2,3,1
"1263",2,4,1
"1264",1,5,1
"1265",5,5,1
"1266",1,2,1
"1267",2,3,1
"1269",2,4,1
"1270",4,5,1
"1271",3,3,0
"1272",3,4,0
"1273",3,5,0
"1274",4,4,0
"1275",2,3,0
"1276",4,4,0
"1277",2,4,0
"1278",3,4,0
"1279",3,4,1
"1280",3,5,1
"1281",4,4,1
"1282",3,4,1
"1283",2,4,1
"1284",3,4,0
"1285",4,4,1
"1286",5,4,1
"1287",4,4,1
"1288",2,5,1
"1289",4,3,1
"1290",5,4,1
"1291",2,4,0
"1292",5,5,0
"1293",4,4,0
"1294",2,3,0
"1295",2,3,0
"1296",2,3,0
"1297",5,5,0
"1298",2,3,0
"1299",4,4,1
"1300",4,4,1
"1301",3,4,1
"1302",5,3,1
"1303",3,3,1
"1304",3,4,1
"1305",2,4,1
"1306",2,4,0
"1307",4,4,1
"1308",2,4,1
"1309",4,4,1
"1310",3,4,1
"1311",3,2,1
"1312",5,4,1
"1313",5,5,1
"1314",3,5,1
"1315",3,4,1
"1316",3,4,0
"1317",4,5,0
"1318",3,3,0
"1319",5,5,0
"1320",2,5,0
"1321",4,5,0
"1322",1,2,0
"1323",3,3,0
"1324",3,3,0
"1325",3,3,0
"1326",3,3,1
"1327",4,5,1
"1328",3,5,1
"1329",4,5,1
"1330",2,3,1
"1331",3,4,1
"1332",2,4,1
"1333",2,3,0
"1334",4,5,0
"1335",4,1,0
"1336",2,4,0
"1337",4,4,0
"1338",3,4,0
"1339",3,5,0
"1340",2,4,0
"1341",3,4,0
"1342",3,4,0
"1343",3,4,0
"1344",4,4,0
"1345",4,4,0
"1346",2,5,0
"1347",2,5,0
"1348",2,4,0
"1349",3,4,0
"1350",5,4,0
"1351",3,4,0
"1352",3,4,0
"1353",2,3,0
"1354",4,4,1
"1355",3,4,1
"1356",4,4,1
"1357",3,4,1
"1359",3,2,1
"1360",3,3,1
"1361",3,5,1
"1363",3,5,0
"1364",4,4,0
"1365",5,4,0
"1366",2,5,0
"1367",1,3,0
"1368",3,4,0
"1369",2,5,0
"1370",3,4,0
"1371",3,4,1
"1372",3,3,1
"1373",2,3,1
"1375",4,4,1
"1376",2,5,1
"1377",3,4,1
"1378",4,4,1
"1379",3,5,1
"1380",4,4,1
"1381",4,5,1
"1382",2,4,0
"1383",3,4,0
"1384",4,4,0
"1385",2,3,0
"1387",4,4,0
"1388",2,3,0
"1389",4,4,0
"1390",3,4,1
"1391",4,5,1
"1392",3,4,1
"1393",2,4,1
"1394",2,5,1
"1395",4,5,1
"1396",3,5,1
"1397",3,5,1
"1398",2,3,1
"1399",2,3,1
"1400",2,3,1
"1401",3,3,1
"1402",4,5,1
"1403",1,3,1
"1404",4,4,1
"1405",2,3,1
"1406",4,5,0
"1407",2,3,0
"1408",3,4,0
"1409",2,4,0
"1410",2,4,0
"1411",2,2,0
"1412",3,4,0
"1413",3,5,0
"1414",4,4,0
"1415",3,3,0
"1416",1,4,1
"1417",3,5,1
"1418",3,4,1
"1419",4,2,1
"1420",2,4,1
"1421",5,4,1
"1422",2,3,0
"1423",3,4,0
"1424",3,3,0
"1425",2,5,0
"1427",4,4,0
"1428",4,3,0
"1429",2,3,0
"1430",5,3,0
"1431",3,4,0
"1432",3,4,1
"1433",3,5,1
"1434",2,4,1
"1435",3,5,1
"1436",3,4,1
"1437",4,5,0
"1438",3,3,0
"1439",2,3,0
"1440",2,2,0
"1441",4,3,0
"1442",3,5,0
"1443",3,4,0
"1444",3,4,0
"1445",4,5,0
"1446",4,4,1
"1447",2,5,1
"1448",4,5,1
"1449",5,4,1
"1450",2,4,1
"1452",3,3,1
"1453",4,5,0
"1454",5,4,0
"1455",2,4,0
"1456",3,4,0
"1457",2,5,0
"1458",1,3,0
"1459",2,5,1
"1460",4,4,1
"1461",2,3,1
"1462",3,5,1
"1463",4,5,1
"1464",2,3,1
"1465",3,3,1
"1466",3,5,1
"1467",3,4,0
"1468",3,5,0
"1469",1,3,0
"1470",1,3,0
"1471",4,5,0
"1472",2,3,0
"1473",2,4,0
"1474",2,3,0
"1475",4,3,0
"1476",3,2,0
"1477",1,3,0
"1478",2,4,1
"1479",2,4,1
"1480",2,4,1
"1481",2,5,1
"1482",4,3,1
"1483",5,5,1
"1484",2,3,0
"1485",3,5,0
"1486",3,3,1
"1487",5,4,0
"1488",2,3,0
"1489",3,3,0
"1490",2,3,0
"1491",3,3,0
"1492",2,3,0
"1493",3,4,0
"1494",2,2,0
"1495",4,4,0
"1496",5,5,0
"1497",5,5,0
"1498",3,4,0
"1499",4,3,1
"1500",2,4,1
"1501",2,4,1
"1502",3,4,1
"1503",4,2,1
"1504",4,4,1
"1505",4,3,0
"1506",3,3,0
"1507",4,4,0
"1508",3,3,0
"1509",3,3,0
"1510",2,3,0
"1511",4,5,0
"1512",2,2,0
"1513",4,4,0
"1514",3,3,0
"1515",2,5,1
"1516",3,5,1
"1517",3,4,1
"1518",4,4,1
"1519",3,3,1
"1520",2,3,1
"1521",3,5,1
"1522",2,3,1
"1523",3,4,1
"1524",3,4,1
"1525",3,3,1
"1526",3,5,0
"1527",3,5,0
"1528",3,3,0
"1529",2,4,0
"1530",5,4,0
"1531",2,3,0
"1532",3,5,1
"1533",5,4,1
"1534",3,3,1
"1535",2,3,1
"1536",4,5,1
"1537",3,4,1
"1538",4,5,1
"1539",4,5,1
"1540",4,4,1
"1541",3,4,1
"1542",2,3,0
"1543",4,4,1
"1544",2,4,1
"1545",3,4,1
"1546",1,3,0
"1547",4,3,0
"1548",2,3,0
"1549",2,4,1
"1550",5,5,0
"1551",2,4,1
"1552",2,2,0
"1553",2,3,0
"1554",2,4,1
"1555",4,4,1
"1556",2,4,1
"1558",3,4,1
"1559",3,2,0
"1560",5,4,1
"1561",4,4,1
"1562",4,4,1
"1563",2,4,0
"1564",2,4,1
"1565",3,4,1
"1566",2,3,1
"1567",3,5,1
"1568",4,4,1
"1569",3,3,1
