"","P","Y","A"
"557",5,5,0
"558",5,5,0
"559",5,5,0
"560",5,5,0
"561",3,4,0
"562",4,4,0
"563",4,5,0
"564",4,5,0
"565",4,4,0
"566",4,5,0
"567",3,5,0
"568",5,5,1
"569",4,5,1
"570",3,5,1
"571",3,5,1
"572",5,5,1
"573",4,5,1
"574",4,5,1
"575",5,5,1
"576",4,3,1
"577",3,4,1
"578",3,4,1
"579",4,5,1
"580",3,4,0
"581",4,5,0
"582",4,3,0
"583",4,5,0
"585",4,5,0
"586",4,5,0
"587",3,4,0
"588",5,5,0
"589",2,5,0
"590",4,5,1
"591",3,4,1
"592",5,5,0
"593",4,5,0
"594",4,5,0
"595",4,5,0
"596",3,3,0
"597",3,5,0
"598",5,5,1
"599",4,5,1
"600",3,5,1
"601",3,4,1
"602",3,5,1
"603",5,5,1
"604",3,5,1
"605",3,5,0
"606",2,4,0
"607",3,3,0
"608",4,5,1
"609",4,5,1
"610",3,5,1
"611",3,2,0
"612",3,4,1
"613",3,5,1
"614",3,5,0
"615",3,5,0
"616",3,5,1
"617",2,5,0
"618",2,5,0
"619",3,5,0
"620",4,5,0
"621",1,4,1
"622",2,4,0
"623",3,4,1
"624",3,4,1
"625",2,4,0
"626",3,4,1
"627",4,5,1
"628",3,4,1
"629",4,5,1
"630",3,4,0
"631",3,5,0
"632",4,4,1
"633",4,5,1
"634",3,2,0
"635",3,5,0
"636",2,1,0
"637",4,5,0
"638",4,4,1
"639",2,4,1
"640",4,5,1
"641",2,3,0
"642",3,4,0
"643",4,5,1
"644",4,5,1
"645",3,4,1
"646",4,5,1
"647",5,5,1
"648",4,4,1
"649",3,5,0
"650",3,5,1
"651",4,4,0
"652",4,5,1
"653",5,5,0
"654",1,2,0
"655",3,4,0
"656",4,4,0
"657",4,4,0
"658",4,5,0
"659",3,5,0
"660",4,5,0
"661",4,5,0
"662",3,5,0
"663",4,5,1
"664",5,5,1
"665",3,4,1
"666",3,4,1
"667",2,4,1
"668",4,4,1
"669",4,4,1
"670",3,5,1
"671",5,5,1
"672",3,4,1
"673",5,5,1
"674",3,5,0
"675",3,5,0
"676",3,5,0
"677",3,4,0
"678",1,4,0
"679",3,5,0
"680",4,5,0
"681",2,4,0
"682",4,4,0
"683",4,5,0
"684",3,5,0
"685",2,4,0
"686",4,5,1
"687",4,5,1
"688",3,5,1
"689",2,4,1
"690",2,3,1
"691",3,3,1
"692",4,5,1
"693",3,5,1
"694",3,5,1
"695",2,5,1
"696",2,4,1
"697",2,4,0
"698",3,5,0
"699",1,4,0
"700",4,4,0
"701",1,4,0
"702",3,3,0
"703",4,5,0
"704",2,5,0
"705",4,5,0
"706",1,4,0
"707",2,5,0
"708",3,5,0
"709",2,5,1
"710",3,5,1
"711",3,5,1
"712",4,5,1
"713",4,5,1
"714",4,4,1
"715",4,5,1
"716",3,5,1
"717",5,5,1
"718",1,2,1
"719",2,5,0
"720",2,4,0
"721",3,3,0
"722",3,4,0
"723",3,3,0
"724",3,5,0
"725",4,5,0
"726",5,5,0
"727",1,3,0
"728",4,5,1
"729",3,4,1
"730",3,5,1
"731",5,5,1
"732",4,4,1
"733",3,5,1
"734",3,5,0
"735",4,5,1
"736",2,5,1
"737",2,4,0
"738",4,5,0
"739",3,5,0
"740",3,4,0
"741",3,4,0
"742",3,5,0
"743",3,5,0
"744",1,5,0
"745",3,5,0
"746",2,3,0
"747",2,5,0
"748",4,4,1
"749",3,4,1
"750",4,5,1
"751",3,5,1
"752",4,5,1
"753",3,4,1
"754",4,5,1
"755",3,5,1
"756",3,3,0
"757",5,5,0
"758",3,4,0
"759",1,2,0
"760",2,3,0
"761",3,5,0
"762",3,5,0
"763",4,5,0
"764",3,5,0
"765",4,5,0
"766",4,4,0
"767",2,4,0
"768",3,5,1
"769",3,5,1
"770",2,5,1
"771",4,5,1
"772",4,5,1
"773",5,5,1
"774",5,5,1
"775",3,5,1
"776",3,4,1
"777",3,5,1
"778",3,5,0
"779",5,5,0
"780",3,4,0
"781",5,4,0
"782",3,5,0
"783",3,4,0
"784",2,3,0
"785",3,3,0
"786",4,3,0
"787",4,5,0
"788",3,5,0
"789",3,4,0
"790",4,5,0
"791",3,4,1
"792",4,4,1
"793",4,4,1
"794",4,5,1
"795",4,4,1
"796",3,5,1
"797",5,4,1
"798",4,4,1
"799",3,4,1
"800",4,4,1
"801",2,5,1
"802",4,5,0
"803",5,4,0
"804",4,5,0
"805",5,5,0
"806",3,5,0
"807",4,4,0
"808",5,5,0
"809",5,4,0
"810",3,4,0
"811",4,5,0
"812",2,4,0
"813",4,5,0
"814",3,4,0
"815",4,5,1
"816",4,5,1
"817",4,5,1
"818",4,5,1
"819",3,5,1
"820",4,5,1
"821",3,5,1
"822",4,5,1
"823",3,4,1
"824",3,5,0
"825",4,4,0
"826",2,1,0
"827",5,5,0
"828",4,4,0
"829",3,5,0
"830",4,4,0
"831",3,3,0
"832",2,3,0
"833",4,5,0
"834",3,4,0
"835",4,5,0
"836",4,4,1
"837",3,4,1
"838",5,5,1
"839",4,5,1
"840",4,5,1
"841",2,4,1
"842",3,4,1
"843",4,5,1
"844",5,5,1
"845",3,4,1
"846",5,5,1
"847",3,5,0
"848",3,3,0
"849",3,5,0
"850",2,4,0
"851",4,5,0
"852",5,5,0
"853",4,4,0
"854",4,5,1
"855",4,5,1
"856",3,5,1
"857",4,5,1
"858",4,5,1
"859",2,4,1
"860",3,5,1
"861",3,5,0
"862",2,2,0
"863",3,4,0
"864",3,5,0
"865",3,4,0
"866",5,5,0
"867",4,4,0
"868",3,5,0
"869",4,5,1
"870",4,5,1
"871",4,5,1
"872",2,4,1
"873",3,5,1
"874",3,4,1
"875",4,5,1
"876",4,4,1
"877",4,5,0
"878",3,5,1
"879",2,4,0
"880",4,5,0
"881",4,5,0
"882",3,5,0
"883",4,5,1
"884",2,4,0
"885",4,5,0
"886",4,5,1
"887",5,5,1
"888",5,4,1
"889",4,4,0
"890",5,5,0
"891",4,4,0
"892",4,5,0
"893",5,5,1
"894",3,5,1
"895",3,5,1
"896",4,5,0
"897",4,4,0
"898",3,4,0
"899",3,5,0
"900",1,4,0
"901",3,5,0
"902",4,5,1
"903",1,2,0
"904",2,3,0
"905",2,5,1
"906",2,4,0
"907",3,5,1
"908",2,5,0
"909",3,4,0
"910",4,5,0
"911",3,4,1
"912",4,5,1
"913",3,4,1
"914",3,5,1
"915",3,5,0
"916",3,5,0
"917",2,5,0
"918",4,5,1
"919",4,5,1
"920",3,5,0
"921",4,4,0
"922",2,5,0
"923",1,3,0
"924",4,4,1
"925",3,1,0
"926",4,5,1
"927",1,2,0
"928",2,5,1
"929",2,3,1
"930",4,3,1
"931",3,5,1
"932",3,5,1
"933",3,5,1
"934",4,5,1
"935",4,1,1
"936",3,4,1
"937",4,5,0
"938",4,5,0
"939",3,4,0
"940",4,5,0
"941",5,5,0
"942",3,4,0
"943",3,5,0
"944",4,5,0
"945",3,5,0
"946",3,5,0
"947",3,4,0
"948",4,5,1
"949",4,5,1
"950",4,5,1
"951",5,5,1
"952",3,5,1
"953",4,5,1
"954",3,4,1
"955",3,4,1
"956",3,4,1
"957",5,5,1
"958",1,4,0
"959",3,5,0
"960",3,5,0
"961",2,3,0
"962",4,5,0
"963",1,1,0
"964",5,4,0
"965",2,4,0
"966",4,4,0
"967",3,5,0
"968",4,5,0
"969",4,5,0
"970",4,4,1
"971",4,5,1
"972",5,5,1
"973",4,5,1
"974",3,4,1
"975",1,3,1
"976",4,5,1
"977",2,4,0
"978",3,3,0
"979",1,3,0
"980",2,4,0
"981",3,5,0
"982",4,5,0
"983",3,4,0
"984",3,5,0
"985",4,5,0
"986",3,5,0
"987",4,4,0
"988",4,5,0
"989",3,4,0
"990",3,5,0
"991",5,5,0
"992",2,5,0
"993",3,5,0
"994",2,5,0
"995",2,4,1
"996",2,3,1
"997",4,3,1
"998",3,4,1
"999",3,5,1
"1000",4,5,1
"1001",5,5,1
"1002",3,5,0
"1003",4,5,0
"1004",2,3,0
"1005",2,5,0
"1006",4,5,0
"1007",3,4,0
"1008",2,5,0
"1009",3,4,1
"1010",3,4,1
"1011",3,4,1
"1012",2,3,1
"1013",5,5,1
"1014",5,5,0
"1015",3,4,0
"1016",4,5,0
"1017",3,4,0
"1018",4,2,0
"1019",4,5,0
"1020",3,5,0
"1021",2,3,0
"1022",5,4,1
"1023",2,4,1
"1024",5,5,1
"1025",2,3,1
"1026",2,5,1
"1027",5,5,1
"1028",4,5,1
"1029",3,3,1
"1030",2,3,0
"1031",2,4,0
"1032",3,5,0
"1033",4,5,0
"1034",3,5,0
"1035",4,5,0
"1036",3,4,0
"1037",1,3,1
"1038",4,2,1
"1039",4,4,1
"1040",2,3,1
"1041",4,3,1
"1042",2,4,1
"1043",4,2,1
"1044",3,5,0
"1045",2,5,0
"1046",3,4,0
"1047",4,5,0
"1048",3,4,0
"1049",4,5,0
"1050",4,5,0
"1051",3,5,1
"1052",4,5,1
"1053",4,5,1
"1054",4,5,1
"1055",2,5,1
"1056",2,4,0
"1057",4,5,0
"1058",2,4,0
"1059",3,4,0
"1060",2,4,0
"1061",4,5,0
"1062",3,3,0
"1063",2,4,0
"1064",2,3,0
"1065",3,4,0
"1066",4,5,0
"1067",3,4,0
"1068",4,5,1
"1069",3,5,1
"1070",4,5,1
"1071",3,5,1
"1072",5,5,1
"1073",3,3,1
"1074",3,4,1
"1075",4,4,0
"1076",3,5,0
"1077",3,5,0
"1078",4,5,0
"1079",4,5,0
"1080",2,4,0
"1081",3,5,0
"1082",4,5,0
"1083",2,5,0
"1084",4,5,0
"1085",2,4,1
"1086",4,4,1
"1087",4,5,1
"1088",4,4,1
"1089",5,5,1
"1090",2,4,0
"1091",1,3,0
"1092",4,5,0
"1093",4,4,0
"1094",4,5,0
"1095",4,4,0
"1096",4,4,0
"1097",4,4,0
"1098",3,5,1
"1099",4,5,1
"1100",4,5,1
"1101",4,5,1
"1102",3,5,1
"1103",3,4,1
"1104",5,5,1
"1105",3,4,1
"1106",5,5,1
"1107",4,5,1
"1108",3,5,1
"1109",2,4,1
"1110",2,5,1
"1111",5,5,1
"1112",3,4,1
"1113",5,5,1
"1114",5,5,0
"1115",3,5,0
"1116",3,4,0
"1117",4,5,0
"1118",2,4,0
"1119",3,5,0
"1120",3,5,0
"1121",2,5,0
"1122",2,4,1
"1123",4,5,1
"1124",3,5,1
"1125",5,5,1
"1126",5,5,1
"1127",4,4,1
"1128",3,4,1
"1129",2,1,1
"1130",2,4,0
"1131",4,5,0
"1132",3,5,0
"1133",4,5,0
"1134",3,4,0
"1135",3,5,0
"1136",3,4,0
"1137",5,5,0
"1138",4,5,0
"1139",3,4,0
"1140",4,5,0
"1141",3,4,0
"1142",3,4,0
"1143",3,5,0
"1144",2,3,0
"1145",5,4,0
"1146",3,4,0
"1147",5,5,0
"1148",4,5,0
"1149",4,4,0
"1150",4,5,0
"1151",4,4,1
"1152",4,5,1
"1153",4,5,1
"1154",4,5,1
"1155",4,5,1
"1156",4,5,1
"1157",4,5,1
"1158",5,5,1
"1159",3,5,1
"1160",4,5,1
"1161",3,4,1
"1162",3,4,0
"1163",4,4,0
"1164",1,4,0
"1165",4,4,0
"1166",4,5,0
"1167",3,4,0
"1168",3,3,0
"1169",3,5,0
"1170",4,5,0
"1171",4,5,0
"1172",4,4,0
"1173",4,3,0
"1174",2,3,1
"1175",3,4,1
"1176",4,4,1
"1177",4,5,1
"1178",4,5,1
"1179",2,1,1
"1180",4,4,1
"1181",4,5,1
"1182",3,4,1
"1183",5,5,1
"1184",3,4,1
"1185",4,5,0
"1186",4,3,0
"1187",4,5,0
"1188",2,3,0
"1189",5,5,0
"1190",2,4,0
"1191",1,3,0
"1192",3,5,0
"1193",3,4,0
"1194",4,4,1
"1195",5,4,1
"1196",3,4,1
"1197",5,4,1
"1198",3,5,1
"1199",3,3,1
"1200",5,5,1
"1201",4,5,1
"1202",4,5,1
"1203",3,4,1
"1204",4,4,1
"1205",3,4,1
"1206",3,3,0
"1207",4,4,0
"1208",4,4,0
"1209",4,4,0
"1210",3,4,0
"1211",4,5,0
"1212",3,4,0
"1213",4,5,0
"1214",2,4,0
"1215",4,5,0
"1216",4,5,1
"1217",3,5,1
"1218",4,3,1
"1219",3,5,1
"1220",4,5,1
"1221",5,5,1
"1222",3,5,1
"1223",4,5,1
"1224",4,5,1
"1225",4,4,1
"1226",5,5,1
"1227",2,5,1
"1228",4,3,0
"1229",4,5,0
"1230",4,5,0
"1231",4,5,0
"1232",4,3,0
"1233",4,3,0
"1234",5,5,0
"1235",5,5,0
"1236",3,5,0
"1237",4,5,0
"1238",3,5,0
"1239",3,3,0
"1240",3,4,1
"1241",2,5,1
"1242",3,4,1
"1243",3,3,1
"1244",3,5,1
"1245",3,5,1
"1246",2,3,1
"1247",3,5,1
"1248",3,4,1
"1249",4,3,1
"1250",1,3,1
"1251",3,4,1
"1252",2,5,1
"1253",3,5,0
"1254",5,5,0
"1255",3,5,0
"1256",3,4,0
"1257",4,5,0
"1258",3,4,0
"1259",3,5,0
"1260",4,5,0
"1261",2,5,0
"1262",3,4,0
"1263",3,5,0
"1264",4,5,0
"1265",3,5,0
"1266",3,5,0
"1267",3,5,1
"1268",4,5,1
"1269",4,5,1
"1270",3,5,1
"1271",3,4,1
"1272",2,5,1
"1273",5,5,1
"1274",4,5,1
"1275",4,5,1
"1276",3,4,1
"1277",3,4,0
"1278",3,4,0
"1279",2,4,0
"1280",3,4,0
"1281",4,5,0
"1282",3,5,0
"1283",4,4,0
"1284",3,4,0
"1285",4,4,0
"1286",2,4,0
"1287",3,4,1
"1288",4,4,1
"1289",2,5,1
"1290",3,5,1
"1291",4,4,1
"1292",2,3,1
"1293",4,5,1
"1294",3,5,1
"1295",2,2,1
"1296",3,5,1
"1297",3,5,1
"1298",3,5,0
"1299",2,4,0
"1300",1,3,0
"1301",2,5,0
"1302",5,5,0
"1303",3,2,0
"1304",2,3,0
"1305",2,2,0
"1306",3,4,0
"1307",3,1,0
"1308",3,5,1
"1309",4,5,1
"1310",4,5,1
"1311",3,4,1
"1312",3,4,1
"1313",2,5,1
"1314",4,5,1
"1315",4,5,1
"1316",4,5,1
"1317",3,5,1
"1318",4,5,1
"1319",2,3,1
"1320",4,4,1
"1321",3,5,0
"1322",2,4,0
"1323",3,4,0
"1324",3,5,0
"1325",4,5,0
"1326",4,4,0
"1327",5,5,0
"1328",4,5,0
"1329",4,3,0
"1330",3,4,0
"1331",3,5,1
"1332",3,3,1
"1333",5,5,1
"1334",5,5,1
"1335",5,5,1
"1336",2,5,1
"1337",3,5,1
"1338",3,4,1
"1339",5,5,1
"1340",2,4,0
"1341",2,3,0
"1342",3,5,0
"1343",3,4,0
"1344",4,4,0
"1345",3,5,0
"1346",3,5,0
"1347",4,5,0
"1348",3,5,0
"1349",2,5,0
"1350",3,5,0
"1351",5,5,1
"1352",4,4,1
"1353",4,5,1
"1354",3,5,1
"1355",3,5,1
"1356",4,5,1
"1357",5,4,1
"1358",2,2,1
"1359",3,5,1
"1360",3,3,1
"1361",3,3,0
"1362",2,3,0
"1363",3,4,0
"1364",4,4,0
"1365",4,4,0
"1366",3,5,0
"1367",3,4,0
"1368",3,4,0
"1369",5,4,0
"1370",4,5,1
"1371",4,4,1
"1372",3,5,1
"1373",3,5,1
"1374",3,5,1
"1375",3,4,1
"1376",5,5,1
"1377",3,5,1
"1378",3,5,1
"1379",5,5,1
"1380",3,5,1
"1381",3,5,1
"1382",4,3,0
"1383",4,5,1
"1384",2,3,0
"1385",3,4,1
"1386",3,4,1
"1387",2,4,1
"1388",3,4,0
"1389",3,4,0
"1390",3,5,1
"1391",4,5,1
"1392",2,4,0
"1393",4,4,1
"1394",2,2,0
"1395",2,3,0
"1396",3,5,0
"1397",2,4,0
"1398",3,4,0
"1399",2,2,0
"1400",5,5,1
"1401",3,3,1
"1402",3,2,1
"1403",3,5,0
"1404",3,5,1
"1405",5,5,1
"1406",3,5,0
"1407",1,4,0
"1408",4,3,1
"1409",1,3,0
"1410",3,2,1
"1411",3,5,1
"1412",4,5,0
"1413",3,3,1
"1414",2,3,0
"1415",3,3,1
"1416",4,5,0
"1417",3,4,0
"1418",2,1,0
"1419",2,3,0
"1420",4,4,0
"1421",4,5,1
"1422",3,4,1
"1423",3,4,0
"1424",4,5,1
"1425",4,1,1
"1426",3,5,1
"1427",4,5,1
"1428",1,5,0
"1429",4,5,0
"1430",3,5,0
"1431",3,4,0
"1432",3,5,0
"1433",3,5,0
"1434",3,4,0
"1435",3,3,0
"1436",3,5,1
"1437",4,5,1
"1438",4,5,1
"1439",4,5,1
"1440",5,5,0
"1441",2,4,0
"1442",3,5,0
"1443",3,4,0
"1444",3,5,0
"1445",4,4,0
"1446",3,5,0
"1447",1,3,0
"1448",4,4,0
"1449",5,4,0
"1450",2,3,0
"1451",4,5,0
"1452",3,5,0
"1453",2,3,0
"1454",4,4,0
"1455",4,3,0
"1456",1,4,0
"1457",4,5,0
"1458",3,4,0
"1459",3,5,1
"1460",5,5,1
"1461",3,5,1
"1462",4,5,1
"1463",4,4,1
"1464",3,5,1
"1465",4,5,1
"1466",3,5,1
"1467",5,5,0
"1468",2,3,0
"1469",3,5,0
"1470",4,5,0
"1471",3,5,0
"1472",4,5,0
"1473",5,5,0
"1474",3,5,0
"1475",3,4,0
"1476",4,5,0
"1477",2,3,0
"1478",4,4,0
"1479",3,3,0
"1480",3,5,1
"1481",4,5,1
"1482",3,5,1
"1483",4,5,1
"1484",3,4,1
"1485",4,5,1
"1486",4,5,1
"1487",4,5,1
"1488",4,5,1
"1489",5,4,0
"1490",3,4,0
"1491",3,4,0
"1492",4,4,0
"1493",2,5,0
"1494",4,5,0
"1495",4,3,0
"1496",5,5,0
"1497",2,3,0
"1498",4,4,1
"1499",3,4,1
"1500",5,5,1
